,battery_power,blue,clock_speed,resolution,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range
1498,0.0881,0,0.1,4.514814814062346e-13,0,0.01,0,0.64,0.5,0.16,0.3,0.06,0.211,0.06,1,1,1,1
1499,0.1742,1,0.05,2.7827333316327742e-11,1,0.05,1,0.43,0.9,0.176,0.3,0.07,0.1921,0.03,1,1,0,2
1500,0.1225,0,0.06999999999999999,8.379679143130315e-14,1,0.06,0,0.6,0.1,0.107,0.2,0.15,0.2423,0.06,1,0,0,2
1501,0.197,1,0.05,1.745122962652719e-11,1,0.0,1,0.15,1.0,0.132,0.2,0.0,0.1658,0.2,1,1,1,2
1502,0.1186,1,0.05,2.919999999463235e-13,1,0.02,0,0.21,0.4,0.16,0.8,0.04,0.2361,0.07,1,0,0,1
1503,0.1762,0,0.06999999999999999,7.256714283744607e-12,0,0.07,0,0.6,0.1,0.157,0.4,0.1,0.138,0.14,1,0,0,1
1504,0.1731,1,0.13999999999999999,3.216583996140099e-10,1,0.04,1,0.04,0.5,0.163,0.6,0.18,0.3892,0.04,1,1,1,3
1505,0.0852,0,0.18,2.1937309517019404e-11,1,0.05,1,0.08,0.8,0.16,0.5,0.09,0.0315,0.2,1,0,0,0
1506,0.0848,1,0.15,1.4755999991146398e-12,1,0.04,1,0.36,0.3,0.151,0.4,0.16,0.2289,0.19,1,1,1,1
1507,0.1575,0,0.25,1.916457141944544e-11,1,0.0,1,0.11,0.2,0.185,0.7,0.2,0.2182,0.17,1,1,0,2
1508,0.1554,0,0.27999999999999997,8.913743588067502e-12,1,0.07,0,0.23,0.1,0.105,0.6,0.18,0.2184,0.2,1,0,1,2
1509,0.1972,1,0.16,1.6654285703579386e-11,0,0.0,0,0.48,0.5,0.092,0.8,0.02,0.2872,0.11,1,0,1,3
1510,0.0827,1,0.06,1.2665333326578486e-12,1,0.09,1,0.35,0.2,0.087,0.6,0.17,0.2367,0.15,1,0,1,1
1511,0.1063,0,0.15,2.787549999488949e-12,0,0.07,0,0.03,0.9,0.155,0.4,0.1,0.1919,0.2,1,1,0,1
1512,0.1695,0,0.22999999999999998,1.2176921565881674e-11,1,0.01,0,0.34,0.4,0.084,0.5,0.1,0.3296,0.14,0,0,0,3
1513,0.1343,0,0.24,1.0165992061475e-11,1,0.05,1,0.14,0.9,0.081,0.8,0.1,0.0462,0.11,1,1,1,0
1514,0.0834,0,0.05,2.0999222217979955e-11,0,0.02,1,0.27,0.2,0.123,0.1,0.16,0.1591,0.2,1,1,0,1
1515,0.0595,0,0.26,2.4323827747704713e-12,0,0.0,1,0.2,0.4,0.122,0.2,0.18,0.1593,0.02,1,0,1,0
1516,0.1081,1,0.19,2.4188571419068774e-12,1,0.13,1,0.42,0.1,0.101,0.7,0.17,0.2456,0.07,1,0,0,1
1517,0.0911,0,0.13999999999999999,5.5095749978191265e-11,1,0.03,0,0.14,0.7,0.199,0.4,0.04,0.2933,0.11,0,1,0,3
1518,0.0844,0,0.22000000000000003,1.006568181654778e-11,1,0.01,1,0.22,0.9,0.197,0.7,0.02,0.3154,0.07,1,0,0,3
1519,0.1335,1,0.3,4.63969999675221e-12,0,0.03,0,0.6,0.8,0.18,0.2,0.04,0.3615,0.09,1,0,0,3
1520,0.1883,0,0.16,1.09261764688529e-12,0,0.09,0,0.24,0.1,0.087,0.1,0.16,0.3563,0.03,0,0,0,3
1521,0.1128,1,0.05,4.509756862179167e-12,1,0.06,0,0.33,0.6,0.147,0.8,0.07,0.144,0.19,1,0,0,1
1522,0.0826,1,0.24,6.067099999162161e-12,1,0.14,1,0.57,0.6,0.117,0.2,0.17,0.1907,0.05,1,0,0,1
1523,0.165,0,0.22999999999999998,4.8643785705946775e-12,0,0.0,1,0.38,0.7,0.089,0.1,0.01,0.0324,0.02,1,1,1,0
1524,0.1162,0,0.1,9.58373332918038e-12,0,0.0,0,0.5,0.5,0.104,0.4,0.1,0.1404,0.15,1,1,1,1
1525,0.1517,0,0.25,3.25572916628231e-12,0,0.02,1,0.08,0.8,0.169,0.4,0.18,0.2738,0.12,1,0,0,2
1526,0.0963,0,0.05,8.460861108995896e-12,0,0.01,1,0.6,0.8,0.156,0.3,0.03,0.2722,0.16,1,0,0,2
1527,0.1837,0,0.1,3.902464284668983e-11,1,0.05,1,0.12,0.9,0.103,0.8,0.06,0.2294,0.2,1,0,1,3
1528,0.1028,1,0.27999999999999997,4.8101708318635586e-11,0,0.01,1,0.3,0.1,0.193,0.1,0.1,0.1424,0.13,1,0,1,1
1529,0.1831,1,0.22000000000000003,7.21540475898424e-11,1,0.04,0,0.55,1.0,0.189,0.8,0.09,0.1133,0.1,0,1,0,1
1530,0.0571,1,0.2,2.506105262775384e-13,1,0.05,1,0.58,0.6,0.101,0.6,0.11,0.0555,0.11,1,0,1,0
1531,0.177,1,0.22999999999999998,1.1596569228717529e-11,0,0.0,0,0.09,0.6,0.183,0.6,0.05,0.3785,0.14,1,0,1,3
1532,0.097,1,0.13,0.26269083331144244,1,0.05,0,0.59,0.2,0.084,0.7,0.19,0.3675,0.12,0,0,0,3
1533,0.0642,1,0.05,8.746805550210285e-11,0,0.0,1,0.38,0.8,0.086,0.5,0.1,0.0435,0.02,1,1,0,0
1534,0.0622,1,0.19,0.2985279999402944,1,0.12,0,0.11,0.8,0.193,0.8,0.14,0.3183,0.04,1,1,1,2
1535,0.06,1,0.18,7.375764703604542e-12,0,0.09,1,0.06,0.8,0.199,0.2,0.15,0.3495,0.07,1,1,0,2
1536,0.1412,0,0.06,8.799999998533332e-15,0,0.09,0,0.57,0.2,0.086,0.3,0.1,0.1853,0.18,0,0,1,1
1537,0.0733,0,0.08,0.0300811666641599,0,0.07,0,0.16,0.4,0.138,0.4,0.12,0.2648,0.19,1,1,0,2
1538,0.107,1,0.3,7.981318680134639e-13,0,0.09,0,0.19,0.8,0.16,0.7,0.16,0.2647,0.2,0,1,0,2
1539,0.0875,1,0.06999999999999999,1.4037087717623644e-12,1,0.01,0,0.3,0.7,0.146,0.8,0.08,0.0702,0.15,1,1,1,0
1540,0.1994,1,0.06999999999999999,1.00724242406692e-12,0,0.05,0,0.05,0.4,0.189,0.2,0.07,0.1836,0.18,1,0,0,2
1541,0.0823,0,0.1,1.2253846151678167e-11,1,0.09,1,0.18,0.2,0.182,0.5,0.16,0.3894,0.09,1,1,0,3
1542,0.1908,0,0.05,4.533746129525651e-13,0,0.09,1,0.3,1.0,0.111,0.2,0.19,0.2944,0.17,1,0,1,3
1543,0.079,0,0.05,1.1053846151990964e-11,1,0.07,1,0.44,0.1,0.089,0.8,0.08,0.3424,0.09,1,1,0,3
1544,0.133,1,0.18,4.806888887153068e-12,1,0.01,0,0.4,0.5,0.177,0.1,0.05,0.2678,0.14,1,1,1,2
1545,0.166,0,0.05,4.172666665484411e-12,0,0.02,1,0.15,0.7,0.1,0.8,0.08,0.2424,0.09,1,1,0,2
1546,0.1776,0,0.22000000000000003,1.878725999686879e-11,0,0.02,0,0.2,0.9,0.082,0.6,0.16,0.2671,0.12,0,1,1,3
1547,0.1611,0,0.05,5.493099996887244e-12,1,0.04,1,0.27,0.9,0.199,0.1,0.1,0.3078,0.06,1,0,1,2
1548,0.141,1,0.05,3.4959999989317775e-12,1,0.0,1,0.15,0.3,0.092,0.3,0.01,0.2304,0.18,1,1,0,2
1549,0.1772,1,0.16,1.959974997713362e-10,0,0.17,1,0.45,0.5,0.159,0.2,0.18,0.1146,0.17,1,1,0,1
1550,0.128,1,0.13,8.721999996365831e-12,0,0.0,1,0.39,1.0,0.108,0.7,0.01,0.2335,0.02,1,0,1,1
1551,0.1712,1,0.09,0.020552999995889398,1,0.02,0,0.23,1.0,0.155,0.7,0.19,0.1422,0.15,1,1,0,1
1552,0.1562,1,0.06999999999999999,4.072959998370816e-11,0,0.0,0,0.55,0.1,0.14,0.8,0.01,0.2096,0.03,0,0,0,2
1553,0.0891,0,0.19,2.1102941173910304e-13,1,0.01,1,0.18,0.1,0.153,0.6,0.03,0.1303,0.04,1,1,1,0
1554,0.1957,0,0.12,6.443868746375325e-11,1,0.18,1,0.36,0.8,0.151,0.2,0.19,0.1115,0.18,1,0,1,1
1555,0.111,0,0.06,1.5498937496771054e-11,0,0.01,0,0.42,0.9,0.192,0.5,0.02,0.0456,0.18,1,1,0,0
1556,0.0875,1,0.13999999999999999,3.121564283930535e-11,1,0.01,1,0.43,0.6,0.104,0.8,0.03,0.3396,0.18,1,0,0,3
1557,0.1211,1,0.12,9.308999989139497e-12,0,0.0,0,0.28,0.3,0.13,0.2,0.03,0.275,0.14,0,1,0,2
1558,0.0769,0,0.05,2.0544166662729037e-11,1,0.12,1,0.54,0.2,0.112,0.4,0.19,0.0941,0.2,1,0,1,0
1559,0.0671,0,0.29,1.909303845529651e-11,0,0.07,1,0.02,0.1,0.095,0.6,0.19,0.2278,0.02,1,0,0,2
1560,0.1872,0,0.05,2.2847999991431995e-11,0,0.05,1,0.26,0.5,0.172,0.4,0.1,0.2273,0.08,1,0,1,2
1561,0.1076,0,0.22999999999999998,6.8719999991662656e-12,1,0.0,1,0.14,0.7,0.191,0.5,0.0,0.2355,0.02,1,1,1,2
1562,0.1325,0,0.19,2.040029411440701e-12,0,0.02,0,0.5,0.1,0.146,0.1,0.1,0.2328,0.02,1,0,0,2
1563,0.0911,1,0.22000000000000003,3.7434687485962e-12,1,0.01,1,0.28,0.5,0.182,0.2,0.02,0.2638,0.13,1,1,1,1
1564,0.1273,1,0.06999999999999999,1.6962874994487065e-11,0,0.01,0,0.23,0.6,0.178,0.6,0.14,0.0558,0.13,1,0,0,0
1565,0.1062,0,0.05,0.029156687498177705,0,0.03,1,0.39,0.9,0.124,0.4,0.04,0.1345,0.11,1,0,1,0
1566,0.1317,0,0.15,0.033371714280946894,0,0.06,0,0.12,0.1,0.154,0.2,0.09,0.0425,0.11,1,1,1,0
1567,0.094,0,0.29,2.7892820508815394e-12,0,0.0,0,0.16,0.7,0.115,0.4,0.01,0.2192,0.09,1,1,1,1
1568,0.0729,1,0.2,2.0840877190496175e-12,0,0.0,0,0.14,0.6,0.135,0.6,0.02,0.3397,0.17,1,0,1,2
1569,0.1494,0,0.24,5.202373625601846e-12,0,0.06,1,0.03,0.9,0.093,0.7,0.17,0.1208,0.17,1,1,0,1
1570,0.1546,1,0.16,1.4139649997407731e-11,1,0.02,1,0.27,0.7,0.124,0.2,0.06,0.0267,0.16,1,1,0,0
1571,0.1253,0,0.06999999999999999,4.96033333097127e-12,0,0.0,1,0.34,0.9,0.113,0.4,0.1,0.3518,0.08,1,1,1,3
1572,0.0895,0,0.05,0.02834999999595,1,0.06,0,0.16,0.3,0.164,0.8,0.14,0.3122,0.04,0,0,1,2
1573,0.0793,1,0.19,1.8121212117551272e-13,1,0.0,1,0.43,0.3,0.124,0.8,0.02,0.105,0.03,1,1,1,0
1574,0.1628,1,0.18,4.580213903057507e-12,1,0.11,0,0.56,0.1,0.136,0.2,0.13,0.3358,0.12,1,1,1,3
1575,0.0625,0,0.27,8.987824996854262e-12,1,0.02,0,0.42,0.8,0.138,0.8,0.03,0.2929,0.17,1,0,0,2
1576,0.111,0,0.15,2.974523808768375e-11,0,0.02,1,0.12,0.3,0.153,0.8,0.05,0.0624,0.15,1,0,0,0
1577,0.0999,0,0.16999999999999998,0.17110857140412736,0,0.06,0,0.49,0.6,0.132,0.1,0.17,0.1598,0.08,0,1,0,1
1578,0.1856,0,0.05,3.1366176463515473e-12,1,0.0,1,0.24,0.1,0.155,0.5,0.01,0.2052,0.1,1,1,0,2
1579,0.1715,0,0.26,6.5870624962947776e-12,1,0.09,1,0.15,0.6,0.12,0.6,0.2,0.1249,0.04,1,1,0,1
1580,0.1897,1,0.19,2.486310160055526e-12,0,0.02,1,0.54,0.3,0.154,0.2,0.07,0.0412,0.02,1,0,0,0
1581,0.1202,1,0.24,0.03704042105068208,1,0.0,0,0.19,0.1,0.122,0.2,0.01,0.0595,0.03,0,0,0,0
1582,0.1171,1,0.16999999999999998,6.241333331044845e-12,1,0.02,0,0.19,0.3,0.167,0.7,0.19,0.0263,0.08,0,0,0,0
1583,0.0964,0,0.2,1.020772058699686e-12,0,0.0,1,0.22,0.7,0.086,0.8,0.0,0.2577,0.05,1,1,0,2
1584,0.1973,1,0.24,0.0991414999834764,1,0.06,0,0.46,0.1,0.193,0.4,0.1,0.0639,0.03,0,0,1,0
1585,0.1992,1,0.06,6.453944443081945e-12,1,0.11,0,0.02,0.1,0.141,0.1,0.14,0.3206,0.1,1,1,0,3
1586,0.0546,1,0.26,4.926628568261453e-11,1,0.05,0,0.26,1.0,0.159,0.5,0.15,0.155,0.03,0,1,0,1
1587,0.1093,0,0.05,0.15501666665374864,0,0.01,1,0.31,0.6,0.171,0.2,0.12,0.1646,0.06,1,1,0,1
1588,0.188,1,0.2,1.5497394954857668e-11,0,0.11,0,0.35,0.1,0.2,0.4,0.14,0.193,0.15,0,1,0,2
1589,0.1765,0,0.11000000000000001,3.2704166654675135e-11,0,0.03,0,0.11,0.7,0.087,0.2,0.07,0.3695,0.18,1,0,0,3
1590,0.164,0,0.05,1.9986399976682529e-10,1,0.01,1,0.36,0.9,0.087,0.8,0.11,0.3235,0.1,1,0,1,3
1591,0.183,0,0.05,1.300321428223128e-11,0,0.0,0,0.07,0.9,0.191,0.6,0.12,0.2334,0.14,0,1,0,2
1592,0.0826,0,0.06,1.8477499994293712e-11,0,0.03,0,0.62,0.7,0.187,0.4,0.19,0.1998,0.17,0,0,0,1
1593,0.1864,0,0.22000000000000003,3.476249996176125e-11,0,0.0,1,0.07,0.1,0.142,0.1,0.02,0.2258,0.1,1,0,0,2
1594,0.0586,1,0.06,3.656791664533538e-11,0,0.16,1,0.42,0.3,0.121,0.7,0.17,0.1869,0.07,1,1,1,1
1595,0.1206,0,0.3,3.8689328527212195e-10,1,0.1,1,0.3,0.6,0.127,0.3,0.13,0.1825,0.04,1,0,1,2
1596,0.0832,1,0.05,2.9159999991737997e-13,1,0.01,1,0.05,0.1,0.165,0.5,0.02,0.3946,0.14,1,1,1,3
1597,0.0848,1,0.27999999999999997,1.509666666264089e-13,0,0.01,0,0.08,0.1,0.103,0.7,0.03,0.0436,0.15,1,1,1,0
1598,0.1851,0,0.29,0.034074999994320836,0,0.0,0,0.53,0.7,0.112,0.6,0.02,0.2678,0.08,1,0,0,2
1599,0.1166,1,0.05,5.8084583316392e-12,0,0.07,0,0.59,0.5,0.08,0.1,0.11,0.3887,0.07,1,0,1,3
1600,0.1776,1,0.21000000000000002,8.326634614223691e-13,1,0.1,0,0.35,0.1,0.172,0.4,0.16,0.1813,0.2,1,1,1,1
1601,0.1254,1,0.12,1.2622399986476e-10,0,0.02,1,0.27,0.2,0.134,0.2,0.1,0.0817,0.16,1,1,1,0
1602,0.1494,0,0.16,6.472277776806936e-12,1,0.04,1,0.24,0.2,0.101,0.1,0.17,0.3614,0.09,1,0,0,3
1603,0.0984,1,0.22000000000000003,1.4043636360353434e-12,1,0.0,1,0.39,0.5,0.119,0.8,0.18,0.2013,0.16,1,1,0,1
1604,0.1179,1,0.08,2.329780356518809e-11,0,0.01,0,0.05,0.9,0.154,0.5,0.17,0.0543,0.18,0,0,1,0
1605,0.0513,0,0.19,2.085624999522044e-12,0,0.08,0,0.27,0.4,0.174,0.8,0.13,0.34,0.13,0,1,1,2
1606,0.0557,0,0.05,8.405147057803787e-13,1,0.03,0,0.17,0.2,0.089,0.6,0.04,0.2623,0.16,0,0,0,1
1607,0.0744,0,0.16999999999999998,9.102503699658146e-11,1,0.0,1,0.33,0.5,0.105,0.4,0.02,0.27,0.19,1,0,0,2
1608,0.1129,1,0.08,0.17453236362049707,1,0.09,1,0.21,0.6,0.116,0.2,0.1,0.14,0.13,1,1,0,1
1609,0.1148,0,0.22999999999999998,5.956114284267801e-12,1,0.0,1,0.58,0.3,0.17,0.5,0.2,0.3127,0.11,1,0,0,2
1610,0.1793,0,0.27,5.588567250546901e-12,0,0.12,1,0.44,0.7,0.175,0.5,0.17,0.2803,0.06,1,1,1,3
1611,0.131,0,0.22999999999999998,3.0241176467129277e-12,1,0.03,0,0.15,0.2,0.15,0.5,0.11,0.2518,0.05,0,1,1,2
1612,0.1604,0,0.12,5.061142853889266e-12,0,0.01,0,0.06,0.5,0.191,0.6,0.15,0.3564,0.02,1,1,0,3
1613,0.1676,0,0.16,1.4321249997186897e-12,0,0.02,0,0.37,0.2,0.145,0.1,0.03,0.2515,0.04,1,0,1,2
1614,0.1001,0,0.27999999999999997,1.4468307689587156e-11,1,0.01,0,0.4,0.2,0.117,0.3,0.07,0.3654,0.1,1,1,1,3
1615,0.1086,0,0.27,2.1782494094583237e-10,0,0.0,1,0.24,0.1,0.135,0.8,0.19,0.393,0.18,1,1,1,3
1616,0.1986,1,0.05,1.7085113632674802e-12,1,0.07,1,0.39,0.1,0.089,0.7,0.19,0.3476,0.17,1,1,0,3
1617,0.0634,1,0.08,1.2746393937527043e-11,0,0.05,0,0.41,0.2,0.192,0.1,0.12,0.3242,0.04,1,0,1,3
1618,0.0502,0,0.08,1.6283949992672223e-11,0,0.07,0,0.52,1.0,0.082,0.6,0.08,0.2666,0.2,1,1,0,2
1619,0.1641,0,0.11000000000000001,5.726358972964093e-12,0,0.06,0,0.48,0.7,0.097,0.8,0.07,0.1695,0.17,1,0,1,2
1620,0.0623,0,0.13999999999999999,1.1725571424802494e-11,1,0.0,1,0.15,0.2,0.189,0.3,0.01,0.351,0.18,1,0,1,2
1621,0.0962,1,0.11000000000000001,1.851199999250705e-11,1,0.03,0,0.17,0.1,0.161,0.8,0.2,0.3438,0.2,0,0,0,3
1622,0.1057,1,0.27,2.4564374995735352e-12,0,0.03,1,0.41,0.1,0.097,0.4,0.1,0.2033,0.02,1,1,0,1
1623,0.1862,0,0.15,1.2235030297839684e-11,0,0.01,0,0.62,1.0,0.182,0.1,0.02,0.1017,0.09,1,0,0,1
1624,0.0555,1,0.3,5.269749994071531e-11,1,0.05,1,0.38,0.8,0.193,0.2,0.1,0.1686,0.08,1,0,1,1
1625,0.1,0,0.27,0.054858999992163,0,0.01,1,0.58,1.0,0.135,0.5,0.12,0.0862,0.2,1,0,0,0
1626,0.0841,0,0.05,2.8124999989687505e-12,0,0.06,1,0.11,0.3,0.081,0.5,0.14,0.0957,0.11,1,1,0,0
1627,0.0865,0,0.29,8.667051278495567e-12,0,0.05,0,0.16,0.1,0.089,0.4,0.12,0.3494,0.14,0,0,1,3
1628,0.0999,0,0.26,1.753818749342318e-11,1,0.11,1,0.56,1.0,0.165,0.4,0.13,0.3083,0.11,1,1,1,2
1629,0.1232,0,0.12,1.486328124442627e-11,0,0.12,0,0.3,0.9,0.131,0.6,0.14,0.1656,0.15,1,1,1,1
1630,0.1194,0,0.22999999999999998,1.6763066648786058e-11,0,0.06,1,0.34,0.2,0.165,0.2,0.12,0.0313,0.19,1,1,0,0
1631,0.0612,1,0.05,5.320671872007122e-11,1,0.01,1,0.2,0.8,0.179,0.8,0.06,0.3282,0.18,1,1,1,3
1632,0.1362,1,0.29,1.935603714954546e-12,0,0.0,0,0.47,0.5,0.186,0.6,0.04,0.3629,0.05,0,1,1,3
1633,0.1469,0,0.16999999999999998,4.588319998776448e-12,1,0.11,1,0.44,0.5,0.169,0.2,0.14,0.1687,0.05,1,1,1,1
1634,0.0986,1,0.08,2.4128749993536945e-12,0,0.13,1,0.28,0.8,0.182,0.4,0.2,0.1149,0.18,1,1,0,0
1635,0.1843,0,0.27999999999999997,8.7359999960688e-13,0,0.01,1,0.62,0.8,0.104,0.3,0.07,0.3899,0.06,1,0,1,3
1636,0.1561,0,0.05,1.0273942306045844e-11,1,0.1,1,0.04,0.5,0.134,0.2,0.13,0.1783,0.1,1,1,0,2
1637,0.1695,1,0.05,7.751333331072527e-12,1,0.02,1,0.47,0.5,0.189,0.5,0.13,0.1629,0.11,1,1,0,1
1638,0.0667,0,0.26,2.2456874995151356e-11,1,0.03,0,0.08,0.8,0.185,0.1,0.07,0.2528,0.08,0,1,0,2
1639,0.1768,1,0.2,4.3771148135989505e-11,0,0.0,1,0.02,0.8,0.088,0.7,0.02,0.3256,0.05,1,1,0,3
1640,0.1269,1,0.27999999999999997,4.673511110124481e-12,1,0.16,0,0.41,1.0,0.18,0.8,0.17,0.2341,0.16,0,0,1,2
1641,0.1109,1,0.27999999999999997,6.886133332185646e-13,1,0.06,0,0.57,0.9,0.151,0.1,0.12,0.2785,0.16,1,0,0,2
1642,0.0936,0,0.05,1.9349999979161533e-11,1,0.14,1,0.14,0.1,0.164,0.3,0.17,0.3761,0.12,1,0,0,3
1643,0.1713,1,0.2,2.35559999945036e-12,0,0.09,1,0.05,0.7,0.199,0.6,0.16,0.1513,0.02,1,0,1,1
1644,0.1175,1,0.16999999999999998,8.354999997772e-13,1,0.01,1,0.45,0.6,0.167,0.2,0.07,0.224,0.05,1,1,0,1
1645,0.194,1,0.1,3.110210525979305e-12,1,0.0,1,0.05,0.2,0.194,0.4,0.01,0.082,0.03,1,1,1,1
1646,0.0855,1,0.05,9.60537499819899e-12,0,0.02,1,0.59,0.5,0.159,0.2,0.03,0.1875,0.08,1,1,1,1
1647,0.0771,1,0.05,3.023974998299014e-11,1,0.0,1,0.33,0.1,0.157,0.3,0.17,0.092,0.1,1,1,1,0
1648,0.0645,0,0.25,1.127444444240878e-12,0,0.1,1,0.63,1.0,0.174,0.4,0.14,0.3615,0.13,1,0,1,2
1649,0.1307,0,0.18,6.8707708321404915e-12,0,0.02,0,0.07,0.6,0.088,0.7,0.03,0.1412,0.05,0,0,1,1
1650,0.1948,0,0.29,7.594999991139166e-11,1,0.04,0,0.05,0.2,0.136,0.1,0.13,0.0361,0.1,0,1,0,0
1651,0.1509,0,0.06,1.7717083329642277e-11,1,0.05,0,0.5,0.3,0.081,0.4,0.08,0.154,0.03,1,1,0,1
1652,0.0626,1,0.27999999999999997,2.1606383308125887e-10,1,0.03,1,0.11,0.8,0.109,0.2,0.09,0.1077,0.04,1,0,1,0
1653,0.119,0,0.2,2.530498900542747e-11,1,0.0,0,0.4,0.2,0.093,0.5,0.01,0.361,0.09,0,0,1,3
1654,0.1727,1,0.21000000000000002,4.842879996609984e-11,1,0.1,0,0.57,0.3,0.158,0.6,0.18,0.0512,0.06,0,0,0,0
1655,0.167,1,0.3,0.24760166662539973,0,0.14,0,0.62,0.5,0.114,0.8,0.2,0.3024,0.2,0,0,1,3
1656,0.115,1,0.05,0.041417999996234724,1,0.04,1,0.27,1.0,0.134,0.1,0.17,0.161,0.16,1,0,0,1
1657,0.1208,0,0.29,2.6115735290949192e-12,0,0.05,1,0.16,1.0,0.175,0.1,0.19,0.2201,0.12,1,0,0,1
1658,0.1812,1,0.13,2.5170940167605557e-12,1,0.04,1,0.42,1.0,0.162,0.7,0.15,0.3338,0.11,1,1,1,3
1659,0.077,1,0.15,4.258328569400796e-11,1,0.06,0,0.61,0.2,0.196,0.4,0.09,0.3473,0.04,0,0,1,3
1660,0.1559,1,0.13,2.2764857135052047e-12,1,0.1,1,0.1,0.3,0.114,0.8,0.17,0.2203,0.15,1,1,1,1
1661,0.1902,0,0.05,4.798442856320267e-12,0,0.1,0,0.13,0.2,0.155,0.4,0.11,0.094,0.15,1,1,0,1
1662,0.1751,0,0.25,1.1000180449763135e-11,0,0.01,0,0.04,0.6,0.146,0.8,0.09,0.1155,0.12,0,1,1,1
1663,0.1416,1,0.18,9.270749994437549e-11,1,0.0,0,0.2,0.1,0.093,0.4,0.0,0.3872,0.07,0,0,1,3
1664,0.1288,0,0.05,1.546837499645516e-11,1,0.03,1,0.61,0.2,0.115,0.6,0.06,0.1882,0.1,1,0,1,2
1665,0.1003,1,0.29,3.2316964279077765e-12,0,0.16,1,0.16,0.6,0.119,0.8,0.19,0.1798,0.1,1,0,0,1
1666,0.1715,1,0.05,2.725735292594442e-11,1,0.01,1,0.18,0.1,0.096,0.6,0.03,0.2598,0.03,1,0,0,3
1667,0.1967,0,0.05,2.372439998655617e-11,0,0.0,1,0.46,0.6,0.199,0.1,0.07,0.1567,0.07,1,1,0,1
1668,0.0962,0,0.1,9.687774994550626e-11,1,0.14,0,0.02,0.9,0.125,0.1,0.2,0.1491,0.14,1,0,0,1
1669,0.1487,0,0.15,1.765777082744741e-11,0,0.05,1,0.42,0.8,0.12,0.2,0.07,0.2003,0.03,1,0,0,2
1670,0.1569,1,0.16,2.0559583319626944e-11,1,0.04,1,0.54,0.9,0.19,0.4,0.06,0.3905,0.04,1,0,0,3
1671,0.1146,0,0.3,2.488830408949197e-13,0,0.05,1,0.57,0.4,0.111,0.5,0.1,0.0291,0.11,1,1,1,0
1672,0.1379,1,0.15,1.6815909085176393e-12,0,0.06,1,0.09,0.8,0.118,0.8,0.13,0.1693,0.18,1,0,1,1
1673,0.1504,0,0.19,5.118426572567537e-12,1,0.07,1,0.25,0.3,0.152,0.4,0.09,0.1788,0.13,1,0,1,1
1674,0.1945,0,0.12,1.3004444441864198e-11,0,0.03,0,0.26,0.7,0.112,0.6,0.05,0.3322,0.2,0,0,1,3
1675,0.163,1,0.27999999999999997,1.024093333145583e-11,1,0.0,1,0.32,0.9,0.08,0.6,0.01,0.1751,0.2,1,0,1,2
1676,0.1125,1,0.27,6.489160713011058e-12,0,0.1,0,0.23,0.4,0.117,0.1,0.14,0.1641,0.12,1,1,0,1
1677,0.0614,1,0.06999999999999999,1.503542856777711e-11,0,0.04,1,0.51,0.1,0.178,0.7,0.07,0.2854,0.12,1,0,1,2
1678,0.0854,0,0.1,0.11971999998289715,0,0.05,1,0.17,0.9,0.101,0.4,0.09,0.3115,0.02,1,0,0,2
1679,0.147,1,0.16999999999999998,8.469299990683769e-11,1,0.06,0,0.45,0.1,0.121,0.1,0.09,0.3259,0.14,1,0,1,3
1680,0.1826,1,0.05,1.0385026142026075e-11,1,0.05,1,0.49,0.6,0.172,0.8,0.06,0.1612,0.17,1,1,0,2
1681,0.0807,1,0.05,1.0155249995430139e-11,1,0.0,0,0.37,0.2,0.127,0.4,0.0,0.2319,0.04,0,0,0,1
1682,0.1996,1,0.27999999999999997,4.26374369692363e-12,1,0.0,1,0.07,0.1,0.138,0.5,0.04,0.1258,0.16,1,0,0,1
1683,0.1083,1,0.2,2.019755554770095e-11,0,0.03,0,0.41,0.7,0.158,0.5,0.05,0.1543,0.1,0,0,1,1
1684,0.1035,0,0.05,1.4003208328665596e-11,1,0.14,1,0.49,0.3,0.178,0.2,0.15,0.3991,0.19,1,0,0,3
1685,0.1521,1,0.16,1.105139999226402e-10,0,0.05,1,0.62,0.3,0.143,0.1,0.09,0.3555,0.19,1,0,0,3
1686,0.1314,1,0.27999999999999997,1.5435294115774395e-13,1,0.13,1,0.05,1.0,0.087,0.4,0.18,0.3411,0.18,1,0,0,3
1687,0.0535,0,0.19,2.6164814803186006e-11,0,0.05,0,0.24,0.2,0.19,0.8,0.19,0.0524,0.04,0,0,0,0
1688,0.0673,1,0.19,5.623267973213024e-12,0,0.13,1,0.35,0.4,0.142,0.6,0.14,0.3541,0.04,1,0,1,3
1689,0.1219,0,0.16,1.3385899991819725e-10,1,0.05,0,0.04,0.3,0.169,0.6,0.07,0.1998,0.04,0,0,0,2
1690,0.1606,1,0.05,1.0989999988010908e-11,1,0.0,1,0.33,0.9,0.2,0.5,0.0,0.3437,0.02,1,0,0,3
1691,0.1603,1,0.05,1.0176666662675818e-11,1,0.01,1,0.17,0.5,0.114,0.2,0.08,0.1637,0.11,1,0,1,1
1692,0.1958,0,0.05,6.705599997924456e-11,0,0.06,1,0.52,0.4,0.153,0.1,0.14,0.3064,0.03,1,0,0,3
