,battery_power,blue,clock_speed,screen_size,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,talk_time,three_g,touch_screen,wifi,price_range
1505,0.0852,0,0.18,0.042,1,0.05,1,0.08,0.8,0.16,0.5,0.09,0.0683,0.1349,0.0315,0.2,1,0,0,0
1506,0.0848,1,0.15,0.02,1,0.04,1,0.36,0.3,0.151,0.4,0.16,0.0056,0.0527,0.2289,0.19,1,1,1,1
1507,0.1575,0,0.25,0.021,1,0.0,1,0.11,0.2,0.185,0.7,0.2,0.0492,0.0818,0.2182,0.17,1,1,0,2
1508,0.1554,0,0.27999999999999997,0.117,1,0.07,0,0.23,0.1,0.105,0.6,0.18,0.0699,0.1492,0.2184,0.2,1,0,1,2
1509,0.1972,1,0.16,0.014,0,0.0,0,0.48,0.5,0.092,0.8,0.02,0.029,0.0804,0.2872,0.11,1,0,1,3
1510,0.0827,1,0.06,0.015,1,0.09,1,0.35,0.2,0.087,0.6,0.17,0.0023,0.0826,0.2367,0.15,1,0,1,1
1511,0.1063,0,0.15,0.12,0,0.07,0,0.03,0.9,0.155,0.4,0.1,0.0394,0.0849,0.1919,0.2,1,1,0,1
1512,0.1695,0,0.22999999999999998,0.102,1,0.01,0,0.34,0.4,0.084,0.5,0.1,0.0713,0.1742,0.3296,0.14,0,0,0,3
1513,0.1343,0,0.24,0.126,1,0.05,1,0.14,0.9,0.081,0.8,0.1,0.1063,0.1205,0.0462,0.11,1,1,1,0
1514,0.0834,0,0.05,0.099,0,0.02,1,0.27,0.2,0.123,0.1,0.16,0.1421,0.1463,0.1591,0.2,1,1,0,1
1515,0.0595,0,0.26,0.209,0,0.0,1,0.2,0.4,0.122,0.2,0.18,0.0623,0.0816,0.1593,0.02,1,0,1,0
1516,0.1081,1,0.19,0.028,1,0.13,1,0.42,0.1,0.101,0.7,0.17,0.0083,0.0816,0.2456,0.07,1,0,0,1
1517,0.0911,0,0.13999999999999999,0.048,1,0.03,0,0.14,0.7,0.199,0.4,0.04,0.1563,0.1692,0.2933,0.11,0,1,0,3
1518,0.0844,0,0.22000000000000003,0.154,1,0.01,1,0.22,0.9,0.197,0.7,0.02,0.0777,0.1995,0.3154,0.07,1,0,0,3
1519,0.1335,1,0.3,0.01,0,0.03,0,0.6,0.8,0.18,0.2,0.04,0.0083,0.0559,0.3615,0.09,1,0,0,3
1520,0.1883,0,0.16,0.17,0,0.09,0,0.24,0.1,0.087,0.1,0.16,0.0203,0.0915,0.3563,0.03,0,0,0,3
1521,0.1128,1,0.05,0.255,1,0.06,0,0.33,0.6,0.147,0.8,0.07,0.0938,0.1226,0.144,0.19,1,0,0,1
1522,0.0826,1,0.24,0.21,1,0.14,1,0.57,0.6,0.117,0.2,0.17,0.1077,0.1183,0.1907,0.05,1,0,0,1
1523,0.165,0,0.22999999999999998,0.14,0,0.0,1,0.38,0.7,0.089,0.1,0.01,0.0773,0.0881,0.0324,0.02,1,1,1,0
1524,0.1162,0,0.1,0.03,0,0.0,0,0.5,0.5,0.104,0.4,0.1,0.0332,0.0866,0.1404,0.15,1,1,1,1
1525,0.1517,0,0.25,0.288,0,0.02,1,0.08,0.8,0.169,0.4,0.18,0.057,0.1645,0.2738,0.12,1,0,0,2
1526,0.0963,0,0.05,0.072,0,0.01,1,0.6,0.8,0.156,0.3,0.03,0.0742,0.0821,0.2722,0.16,1,0,0,2
1527,0.1837,0,0.1,0.056,1,0.05,1,0.12,0.9,0.103,0.8,0.06,0.142,0.1539,0.2294,0.2,1,0,1,3
1528,0.1028,1,0.27999999999999997,0.072,0,0.01,1,0.3,0.1,0.193,0.1,0.1,0.1801,0.1923,0.1424,0.13,1,0,1,1
1529,0.1831,1,0.22000000000000003,0.042,1,0.04,0,0.55,1.0,0.189,0.8,0.09,0.1693,0.179,0.1133,0.1,0,1,0,1
1530,0.0571,1,0.2,0.19,1,0.05,1,0.58,0.6,0.101,0.6,0.11,0.0031,0.1536,0.0555,0.11,1,0,1,0
1531,0.177,1,0.22999999999999998,0.13,0,0.0,0,0.09,0.6,0.183,0.6,0.05,0.1098,0.1373,0.3785,0.14,1,0,1,3
1532,0.097,1,0.13,0.0,1,0.05,0,0.59,0.2,0.084,0.7,0.19,0.1765,0.1786,0.3675,0.12,0,0,0,3
1533,0.0642,1,0.05,0.018,0,0.0,1,0.38,0.8,0.086,0.5,0.1,0.0887,0.1775,0.0435,0.02,1,1,0,0
1534,0.0622,1,0.19,0.0,1,0.12,0,0.11,0.8,0.193,0.8,0.14,0.076,0.1964,0.3183,0.04,1,1,1,2
1535,0.06,1,0.18,0.068,0,0.09,1,0.06,0.8,0.199,0.2,0.15,0.0486,0.1032,0.3495,0.07,1,1,0,2
1536,0.1412,0,0.06,0.15,0,0.09,0,0.57,0.2,0.086,0.3,0.1,0.0002,0.066,0.1853,0.18,0,0,1,1
1537,0.0733,0,0.08,0.0,0,0.07,0,0.16,0.4,0.138,0.4,0.12,0.0202,0.1787,0.2648,0.19,1,1,0,2
1538,0.107,1,0.3,0.182,0,0.09,0,0.19,0.8,0.16,0.7,0.16,0.009,0.1614,0.2647,0.2,0,1,0,2
1539,0.0875,1,0.06999999999999999,0.285,1,0.01,0,0.3,0.7,0.146,0.8,0.08,0.0469,0.0853,0.0702,0.15,1,1,1,0
1540,0.1994,1,0.06999999999999999,0.132,0,0.05,0,0.05,0.4,0.189,0.2,0.07,0.0086,0.1546,0.1836,0.18,1,0,0,2
1541,0.0823,0,0.1,0.13,1,0.09,1,0.18,0.2,0.182,0.5,0.16,0.118,0.135,0.3894,0.09,1,1,0,3
1542,0.1908,0,0.05,0.323,0,0.09,1,0.3,1.0,0.111,0.2,0.19,0.014,0.1046,0.2944,0.17,1,0,1,3
1543,0.079,0,0.05,0.143,1,0.07,1,0.44,0.1,0.089,0.8,0.08,0.11,0.1437,0.3424,0.09,1,1,0,3
1544,0.133,1,0.18,0.036,1,0.01,0,0.4,0.5,0.177,0.1,0.05,0.0194,0.0892,0.2678,0.14,1,1,1,2
1545,0.166,0,0.05,0.06,0,0.02,1,0.15,0.7,0.1,0.8,0.08,0.044,0.0569,0.2424,0.09,1,1,0,2
1546,0.1776,0,0.22000000000000003,0.15,0,0.02,0,0.2,0.9,0.082,0.6,0.16,0.1563,0.1803,0.2671,0.12,0,1,1,3
1547,0.1611,0,0.05,0.03,1,0.04,1,0.27,0.9,0.199,0.1,0.1,0.0163,0.1011,0.3078,0.06,1,0,1,2
1548,0.141,1,0.05,0.072,1,0.0,1,0.15,0.3,0.092,0.3,0.01,0.0192,0.1311,0.2304,0.18,1,1,0,2
1549,0.1772,1,0.16,0.006,0,0.17,1,0.45,0.5,0.159,0.2,0.18,0.0837,0.1405,0.1146,0.17,1,1,0,1
1550,0.128,1,0.13,0.024,0,0.0,1,0.39,1.0,0.108,0.7,0.01,0.0356,0.0588,0.2335,0.02,1,0,1,1
1551,0.1712,1,0.09,0.0,1,0.02,0,0.23,1.0,0.155,0.7,0.19,0.0155,0.0663,0.1422,0.15,1,1,0,1
1552,0.1562,1,0.06999999999999999,0.045,0,0.0,0,0.55,0.1,0.14,0.8,0.01,0.1032,0.1776,0.2096,0.03,0,0,0,2
1553,0.0891,0,0.19,0.272,1,0.01,1,0.18,0.1,0.153,0.6,0.03,0.004,0.1435,0.1303,0.04,1,1,1,0
1554,0.1957,0,0.12,0.032,1,0.18,1,0.36,0.8,0.151,0.2,0.19,0.1194,0.1727,0.1115,0.18,1,0,1,1
1555,0.111,0,0.06,0.096,0,0.01,0,0.42,0.9,0.192,0.5,0.02,0.1179,0.1262,0.0456,0.18,1,1,0,0
1556,0.0875,1,0.13999999999999999,0.028,1,0.01,1,0.43,0.6,0.104,0.8,0.03,0.0902,0.0969,0.3396,0.18,1,0,0,3
1557,0.1211,1,0.12,0.006,0,0.0,0,0.28,0.3,0.13,0.2,0.03,0.0058,0.0963,0.275,0.14,0,1,0,2
1558,0.0769,0,0.05,0.12,1,0.12,1,0.54,0.2,0.112,0.4,0.19,0.1385,0.178,0.0941,0.2,1,0,1,0
1559,0.0671,0,0.29,0.052,0,0.07,1,0.02,0.1,0.095,0.6,0.19,0.0614,0.1617,0.2278,0.02,1,0,0,2
1560,0.1872,0,0.05,0.032,0,0.05,1,0.26,0.5,0.172,0.4,0.1,0.0672,0.1088,0.2273,0.08,1,0,1,2
1561,0.1076,0,0.22999999999999998,0.272,1,0.0,1,0.14,0.7,0.191,0.5,0.0,0.1088,0.1718,0.2355,0.02,1,1,1,2
1562,0.1325,0,0.19,0.17,0,0.02,0,0.5,0.1,0.146,0.1,0.1,0.0499,0.0695,0.2328,0.02,1,0,0,2
1563,0.0911,1,0.22000000000000003,0.032,1,0.01,1,0.28,0.5,0.182,0.2,0.02,0.0157,0.0763,0.2638,0.13,1,1,1,1
1564,0.1273,1,0.06999999999999999,0.04,0,0.01,0,0.23,0.6,0.178,0.6,0.14,0.0485,0.1399,0.0558,0.13,1,0,0,0
1565,0.1062,0,0.05,0.0,0,0.03,1,0.39,0.9,0.124,0.4,0.04,0.0571,0.0817,0.1345,0.11,1,0,1,0
1566,0.1317,0,0.15,0.0,0,0.06,0,0.12,0.1,0.154,0.2,0.09,0.0431,0.0542,0.0425,0.11,1,1,1,0
1567,0.094,0,0.29,0.195,0,0.0,0,0.16,0.7,0.115,0.4,0.01,0.0499,0.109,0.2192,0.09,1,1,1,1
1568,0.0729,1,0.2,0.285,0,0.0,0,0.14,0.6,0.135,0.6,0.02,0.0563,0.1055,0.3397,0.17,1,0,1,2
1569,0.1494,0,0.24,0.182,0,0.06,1,0.03,0.9,0.093,0.7,0.17,0.0944,0.1003,0.1208,0.17,1,1,0,1
1570,0.1546,1,0.16,0.12,1,0.02,1,0.27,0.7,0.124,0.2,0.06,0.1138,0.1491,0.0267,0.16,1,1,0,0
1571,0.1253,0,0.06999999999999999,0.021,0,0.0,1,0.34,0.9,0.113,0.4,0.1,0.0161,0.0647,0.3518,0.08,1,1,1,3
1572,0.0895,0,0.05,0.0,1,0.06,0,0.16,0.3,0.164,0.8,0.14,0.0126,0.1575,0.3122,0.04,0,0,1,2
1573,0.0793,1,0.19,0.099,1,0.0,1,0.43,0.3,0.124,0.8,0.02,0.0015,0.1196,0.105,0.03,1,1,1,0
1574,0.1628,1,0.18,0.187,1,0.11,0,0.56,0.1,0.136,0.2,0.13,0.05,0.1713,0.3358,0.12,1,1,1,3
1575,0.0625,0,0.27,0.04,1,0.02,0,0.42,0.8,0.138,0.8,0.03,0.0203,0.1771,0.2929,0.17,1,0,0,2
1576,0.111,0,0.15,0.063,0,0.02,1,0.12,0.3,0.153,0.8,0.05,0.0961,0.195,0.0624,0.15,1,0,0,0
1577,0.0999,0,0.16999999999999998,0.0,0,0.06,0,0.49,0.6,0.132,0.1,0.17,0.0608,0.197,0.1598,0.08,0,1,0,1
1578,0.1856,0,0.05,0.102,1,0.0,1,0.24,0.1,0.155,0.5,0.01,0.0277,0.1155,0.2052,0.1,1,1,0,2
1579,0.1715,0,0.26,0.032,1,0.09,1,0.15,0.6,0.12,0.6,0.2,0.0114,0.1849,0.1249,0.04,1,1,0,1
1580,0.1897,1,0.19,0.187,0,0.02,1,0.54,0.3,0.154,0.2,0.07,0.063,0.0738,0.0412,0.02,1,0,0,0
1581,0.1202,1,0.24,0.0,1,0.0,0,0.19,0.1,0.122,0.2,0.01,0.0404,0.1742,0.0595,0.03,0,0,0,0
1582,0.1171,1,0.16999999999999998,0.03,1,0.02,0,0.19,0.3,0.167,0.7,0.19,0.0248,0.0755,0.0263,0.08,0,0,0,0
1583,0.0964,0,0.2,0.272,0,0.0,1,0.22,0.7,0.086,0.8,0.0,0.0225,0.1234,0.2577,0.05,1,1,0,2
1584,0.1973,1,0.24,0.0,1,0.06,0,0.46,0.1,0.193,0.4,0.1,0.0699,0.0851,0.0639,0.03,0,0,1,0
1585,0.1992,1,0.06,0.09,1,0.11,0,0.02,0.1,0.141,0.1,0.14,0.0649,0.0895,0.3206,0.1,1,1,0,3
1586,0.0546,1,0.26,0.014,1,0.05,0,0.26,1.0,0.159,0.5,0.15,0.0416,0.1658,0.155,0.03,0,1,0,1
1587,0.1093,0,0.05,0.0,0,0.01,1,0.31,0.6,0.171,0.2,0.12,0.131,0.142,0.1646,0.06,1,1,0,1
1588,0.188,1,0.2,0.119,0,0.11,0,0.35,0.1,0.2,0.4,0.14,0.093,0.1983,0.193,0.15,0,1,0,2
1589,0.1765,0,0.11000000000000001,0.03,0,0.03,0,0.11,0.7,0.087,0.2,0.07,0.0835,0.1175,0.3695,0.18,1,0,0,3
1590,0.164,0,0.05,0.006,1,0.01,1,0.36,0.9,0.087,0.8,0.11,0.0664,0.1806,0.3235,0.1,1,0,1,3
1591,0.183,0,0.05,0.056,0,0.0,0,0.07,0.9,0.191,0.6,0.12,0.046,0.1583,0.2334,0.14,0,1,0,2
1592,0.0826,0,0.06,0.068,0,0.03,0,0.62,0.7,0.187,0.4,0.19,0.0778,0.1615,0.1998,0.17,0,0,0,1
1593,0.1864,0,0.22000000000000003,0.01,0,0.0,1,0.07,0.1,0.142,0.1,0.02,0.0225,0.1545,0.2258,0.1,1,0,0,2
1594,0.0586,1,0.06,0.024,0,0.16,1,0.42,0.3,0.121,0.7,0.17,0.0785,0.1118,0.1869,0.07,1,1,1,1
1595,0.1206,0,0.3,0.007,1,0.1,1,0.3,0.6,0.127,0.3,0.13,0.1581,0.1713,0.1825,0.04,1,0,1,2
1596,0.0832,1,0.05,0.06,1,0.01,1,0.05,0.1,0.165,0.5,0.02,0.0009,0.1944,0.3946,0.14,1,1,1,3
1597,0.0848,1,0.27999999999999997,0.06,0,0.01,0,0.08,0.1,0.103,0.7,0.03,0.0007,0.1294,0.0436,0.15,1,1,1,0
1598,0.1851,0,0.29,0.0,0,0.0,0,0.53,0.7,0.112,0.6,0.02,0.0174,0.1175,0.2678,0.08,1,0,0,2
1599,0.1166,1,0.05,0.048,0,0.07,0,0.59,0.5,0.08,0.1,0.11,0.0437,0.0638,0.3887,0.07,1,0,1,3
1600,0.1776,1,0.21000000000000002,0.208,1,0.1,0,0.35,0.1,0.172,0.4,0.16,0.0278,0.0623,0.1813,0.2,1,1,1,1
1601,0.1254,1,0.12,0.014,0,0.02,1,0.27,0.2,0.134,0.2,0.1,0.1288,0.1372,0.0817,0.16,1,1,1,0
1602,0.1494,0,0.16,0.18,1,0.04,1,0.24,0.2,0.101,0.1,0.17,0.0979,0.119,0.3614,0.09,1,0,0,3
1603,0.0984,1,0.22000000000000003,0.077,1,0.0,1,0.39,0.5,0.119,0.8,0.18,0.0056,0.1931,0.2013,0.16,1,1,0,1
1604,0.1179,1,0.08,0.056,0,0.01,0,0.05,0.9,0.154,0.5,0.17,0.0913,0.1429,0.0543,0.18,0,0,1,0
1605,0.0513,0,0.19,0.096,0,0.08,0,0.27,0.4,0.174,0.8,0.13,0.0282,0.071,0.34,0.13,0,1,1,2
1606,0.0557,0,0.05,0.272,1,0.03,0,0.17,0.2,0.089,0.6,0.04,0.0322,0.071,0.2623,0.16,0,0,0,1
1607,0.0744,0,0.16999999999999998,0.027,1,0.0,1,0.33,0.5,0.105,0.4,0.02,0.1252,0.1963,0.27,0.19,1,0,0,2
1608,0.1129,1,0.08,0.0,1,0.09,1,0.21,0.6,0.116,0.2,0.1,0.1128,0.1702,0.14,0.13,1,1,0,1
1609,0.1148,0,0.22999999999999998,0.07,1,0.0,1,0.58,0.3,0.17,0.5,0.2,0.0606,0.0688,0.3127,0.11,1,0,0,2
1610,0.1793,0,0.27,0.171,0,0.12,1,0.44,0.7,0.175,0.5,0.17,0.0655,0.1459,0.2803,0.06,1,1,1,3
1611,0.131,0,0.22999999999999998,0.306,1,0.03,0,0.15,0.2,0.15,0.5,0.11,0.0954,0.097,0.2518,0.05,0,1,1,2
1612,0.1604,0,0.12,0.014,0,0.01,0,0.06,0.5,0.191,0.6,0.15,0.0068,0.1042,0.3564,0.02,1,1,0,3
1613,0.1676,0,0.16,0.112,0,0.02,0,0.37,0.2,0.145,0.1,0.03,0.0134,0.1197,0.2515,0.04,1,0,1,2
1614,0.1001,0,0.27999999999999997,0.117,1,0.01,0,0.4,0.2,0.117,0.3,0.07,0.0922,0.1836,0.3654,0.1,1,1,1,3
1615,0.1086,0,0.27,0.017,0,0.0,1,0.24,0.1,0.135,0.8,0.19,0.1874,0.1976,0.393,0.18,1,1,1,3
1616,0.1986,1,0.05,0.088,1,0.07,1,0.39,0.1,0.089,0.7,0.19,0.0251,0.0599,0.3476,0.17,1,1,0,3
1617,0.0634,1,0.08,0.198,0,0.05,0,0.41,0.2,0.192,0.1,0.12,0.1362,0.1853,0.3242,0.04,1,0,1,3
1618,0.0502,0,0.08,0.02,0,0.07,0,0.52,1.0,0.082,0.6,0.08,0.0281,0.1159,0.2666,0.2,1,1,0,2
1619,0.1641,0,0.11000000000000001,0.078,0,0.06,0,0.48,0.7,0.097,0.8,0.07,0.0224,0.1994,0.1695,0.17,1,0,1,2
1620,0.0623,0,0.13999999999999999,0.056,1,0.0,1,0.15,0.2,0.189,0.3,0.01,0.0778,0.0844,0.351,0.18,1,0,1,2
1621,0.0962,1,0.11000000000000001,0.042,1,0.03,0,0.17,0.1,0.161,0.8,0.2,0.0546,0.1424,0.3438,0.2,0,0,0,3
1622,0.1057,1,0.27,0.144,0,0.03,1,0.41,0.1,0.097,0.4,0.1,0.0397,0.0891,0.2033,0.02,1,1,0,1
1623,0.1862,0,0.15,0.033,0,0.01,0,0.62,1.0,0.182,0.1,0.02,0.0386,0.1046,0.1017,0.09,1,0,0,1
1624,0.0555,1,0.3,0.008,1,0.05,1,0.38,0.8,0.193,0.2,0.1,0.0214,0.197,0.1686,0.08,1,0,1,1
1625,0.1,0,0.27,0.0,0,0.01,1,0.58,1.0,0.135,0.5,0.12,0.0461,0.0833,0.0862,0.2,1,0,0,0
1626,0.0841,0,0.05,0.03,0,0.06,1,0.11,0.3,0.081,0.5,0.14,0.0125,0.0675,0.0957,0.11,1,1,0,0
1627,0.0865,0,0.29,0.039,0,0.05,0,0.16,0.1,0.089,0.4,0.12,0.0335,0.1009,0.3494,0.14,0,0,1,3
1628,0.0999,0,0.26,0.032,1,0.11,1,0.56,1.0,0.165,0.4,0.13,0.0342,0.1641,0.3083,0.11,1,1,1,2
1629,0.1232,0,0.12,0.032,0,0.12,0,0.3,0.9,0.131,0.6,0.14,0.0625,0.0761,0.1656,0.15,1,1,1,1
1630,0.1194,0,0.22999999999999998,0.015,0,0.06,1,0.34,0.2,0.165,0.2,0.12,0.0494,0.0509,0.0313,0.19,1,1,0,0
1631,0.0612,1,0.05,0.032,1,0.01,1,0.2,0.8,0.179,0.8,0.06,0.1145,0.1487,0.3282,0.18,1,1,1,3
1632,0.1362,1,0.29,0.323,0,0.0,0,0.47,0.5,0.186,0.6,0.04,0.06,0.1042,0.3629,0.05,0,1,1,3
1633,0.1469,0,0.16999999999999998,0.075,1,0.11,1,0.44,0.5,0.169,0.2,0.14,0.0484,0.0711,0.1687,0.05,1,1,1,1
1634,0.0986,1,0.08,0.056,0,0.13,1,0.28,0.8,0.182,0.4,0.2,0.0199,0.0679,0.1149,0.18,1,1,0,0
1635,0.1843,0,0.27999999999999997,0.02,0,0.01,1,0.62,0.8,0.104,0.3,0.07,0.0021,0.0832,0.3899,0.06,1,0,1,3
1636,0.1561,0,0.05,0.156,1,0.1,1,0.04,0.5,0.134,0.2,0.13,0.0885,0.1811,0.1783,0.1,1,1,0,2
1637,0.1695,1,0.05,0.048,1,0.02,1,0.47,0.5,0.189,0.5,0.13,0.0308,0.1208,0.1629,0.11,1,1,0,1
1638,0.0667,0,0.26,0.088,1,0.03,0,0.08,0.8,0.185,0.1,0.07,0.1015,0.1947,0.2528,0.08,0,1,0,2
1639,0.1768,1,0.2,0.054,0,0.0,1,0.02,0.8,0.088,0.7,0.02,0.1303,0.1814,0.3256,0.05,1,1,0,3
1640,0.1269,1,0.27999999999999997,0.09,1,0.16,0,0.41,1.0,0.18,0.8,0.17,0.0406,0.1036,0.2341,0.16,0,0,1,2
1641,0.1109,1,0.27999999999999997,0.15,1,0.06,0,0.57,0.9,0.151,0.1,0.12,0.0124,0.0833,0.2785,0.16,1,0,0,2
1642,0.0936,0,0.05,0.013,1,0.14,1,0.14,0.1,0.164,0.3,0.17,0.015,0.1677,0.3761,0.12,1,0,0,3
1643,0.1713,1,0.2,0.09,0,0.09,1,0.05,0.7,0.199,0.6,0.16,0.0108,0.1963,0.1513,0.02,1,0,1,1
1644,0.1175,1,0.16999999999999998,0.06,1,0.01,1,0.45,0.6,0.167,0.2,0.07,0.009,0.0557,0.224,0.05,1,1,0,1
1645,0.194,1,0.1,0.342,1,0.0,1,0.05,0.2,0.194,0.4,0.01,0.0588,0.1809,0.082,0.03,1,1,1,1
1646,0.0855,1,0.05,0.128,0,0.02,1,0.59,0.5,0.159,0.2,0.03,0.1028,0.1196,0.1875,0.08,1,1,1,1
1647,0.0771,1,0.05,0.032,1,0.0,1,0.33,0.1,0.157,0.3,0.17,0.0776,0.1247,0.092,0.1,1,1,1,0
1648,0.0645,0,0.25,0.144,0,0.1,1,0.63,1.0,0.174,0.4,0.14,0.0278,0.0584,0.3615,0.13,1,0,1,2
1649,0.1307,0,0.18,0.144,0,0.02,0,0.07,0.6,0.088,0.7,0.03,0.0897,0.1103,0.1412,0.05,0,0,1,1
1650,0.1948,0,0.29,0.006,1,0.04,0,0.05,0.2,0.136,0.1,0.13,0.0651,0.07,0.0361,0.1,0,1,0,0
1651,0.1509,0,0.06,0.096,1,0.05,0,0.5,0.3,0.081,0.4,0.08,0.101,0.1684,0.154,0.03,1,1,0,1
1652,0.0626,1,0.27999999999999997,0.006,1,0.03,1,0.11,0.8,0.109,0.2,0.09,0.0737,0.1759,0.1077,0.04,1,0,1,0
1653,0.119,0,0.2,0.091,1,0.0,0,0.4,0.2,0.093,0.5,0.01,0.1399,0.1646,0.361,0.09,0,0,1,3
1654,0.1727,1,0.21000000000000002,0.01,1,0.1,0,0.57,0.3,0.158,0.6,0.18,0.0376,0.1288,0.0512,0.06,0,0,0,0
1655,0.167,1,0.3,0.0,0,0.14,0,0.62,0.5,0.114,0.8,0.2,0.1117,0.133,0.3024,0.2,0,0,1,3
1656,0.115,1,0.05,0.0,1,0.04,1,0.27,1.0,0.134,0.1,0.17,0.0234,0.1947,0.161,0.16,1,0,0,1
1657,0.1208,0,0.29,0.272,0,0.05,1,0.16,1.0,0.175,0.1,0.19,0.0691,0.1028,0.2201,0.12,1,0,0,1
1658,0.1812,1,0.13,0.234,1,0.04,1,0.42,1.0,0.162,0.7,0.15,0.038,0.155,0.3338,0.11,1,1,1,3
1659,0.077,1,0.15,0.021,1,0.06,0,0.61,0.2,0.196,0.4,0.09,0.0603,0.1483,0.3473,0.04,0,0,1,3
1660,0.1559,1,0.13,0.035,1,0.1,1,0.1,0.3,0.114,0.8,0.17,0.0117,0.0681,0.2203,0.15,1,1,1,1
1661,0.1902,0,0.05,0.14,0,0.1,0,0.13,0.2,0.155,0.4,0.11,0.0766,0.0877,0.094,0.15,1,1,0,1
1662,0.1751,0,0.25,0.266,0,0.01,0,0.04,0.6,0.146,0.8,0.09,0.1499,0.1952,0.1155,0.12,0,1,1,1
1663,0.1416,1,0.18,0.02,1,0.0,0,0.2,0.1,0.093,0.4,0.0,0.1175,0.1578,0.3872,0.07,0,0,1,3
1664,0.1288,0,0.05,0.096,1,0.03,1,0.61,0.2,0.115,0.6,0.06,0.0988,0.1503,0.1882,0.1,1,0,1,2
1665,0.1003,1,0.29,0.112,0,0.16,1,0.16,0.6,0.119,0.8,0.19,0.019,0.1905,0.1798,0.1,1,0,0,1
1666,0.1715,1,0.05,0.034,1,0.01,1,0.18,0.1,0.096,0.6,0.03,0.0674,0.1375,0.2598,0.03,1,0,0,3
1667,0.1967,0,0.05,0.03,0,0.0,1,0.46,0.6,0.199,0.1,0.07,0.0518,0.1374,0.1567,0.07,1,1,0,1
1668,0.0962,0,0.1,0.032,1,0.14,0,0.02,0.9,0.125,0.1,0.2,0.1618,0.1916,0.1491,0.14,1,0,0,1
1669,0.1487,0,0.15,0.048,0,0.05,1,0.42,0.8,0.12,0.2,0.07,0.0857,0.0989,0.2003,0.03,1,0,0,2
1670,0.1569,1,0.16,0.012,1,0.04,1,0.54,0.9,0.19,0.4,0.06,0.0371,0.0665,0.3905,0.04,1,0,0,3
1671,0.1146,0,0.3,0.171,0,0.05,1,0.57,0.4,0.111,0.5,0.1,0.0073,0.0583,0.0291,0.11,1,1,1,0
1672,0.1379,1,0.15,0.044,0,0.06,1,0.09,0.8,0.118,0.8,0.13,0.0098,0.0755,0.1693,0.18,1,0,1,1
1673,0.1504,0,0.19,0.143,1,0.07,1,0.25,0.3,0.152,0.4,0.09,0.0395,0.1853,0.1788,0.13,1,0,1,1
1674,0.1945,0,0.12,0.126,0,0.03,0,0.26,0.7,0.112,0.6,0.05,0.1064,0.154,0.3322,0.2,0,0,1,3
1675,0.163,1,0.27999999999999997,0.12,1,0.0,1,0.32,0.9,0.08,0.6,0.01,0.0712,0.1726,0.1751,0.2,1,0,1,2
1676,0.1125,1,0.27,0.112,0,0.1,0,0.23,0.4,0.117,0.1,0.14,0.0774,0.0939,0.1641,0.12,1,1,0,1
1677,0.0614,1,0.06999999999999999,0.07,0,0.04,1,0.51,0.1,0.178,0.7,0.07,0.1012,0.104,0.2854,0.12,1,0,1,2
1678,0.0854,0,0.1,0.0,0,0.05,1,0.17,0.9,0.101,0.4,0.09,0.073,0.1148,0.3115,0.02,1,0,0,2
1679,0.147,1,0.16999999999999998,0.01,1,0.06,0,0.45,0.1,0.121,0.1,0.09,0.0777,0.109,0.3259,0.14,1,0,1,3
1680,0.1826,1,0.05,0.153,1,0.05,1,0.49,0.6,0.172,0.8,0.06,0.0973,0.1633,0.1612,0.17,1,1,0,2
1681,0.0807,1,0.05,0.02,1,0.0,0,0.37,0.2,0.127,0.4,0.0,0.0245,0.0829,0.2319,0.04,0,0,0,1
1682,0.1996,1,0.27999999999999997,0.238,1,0.0,1,0.07,0.1,0.138,0.5,0.04,0.0937,0.1083,0.1258,0.16,1,0,0,1
1683,0.1083,1,0.2,0.054,0,0.03,0,0.41,0.7,0.158,0.5,0.05,0.0937,0.1164,0.1543,0.1,0,0,1,1
1684,0.1035,0,0.05,0.048,1,0.14,1,0.49,0.3,0.178,0.2,0.15,0.0574,0.1171,0.3991,0.19,1,0,0,3
1685,0.1521,1,0.16,0.01,0,0.05,1,0.62,0.3,0.143,0.1,0.09,0.0678,0.163,0.3555,0.19,1,0,0,3
1686,0.1314,1,0.27999999999999997,0.272,1,0.13,1,0.05,1.0,0.087,0.4,0.18,0.0082,0.0512,0.3411,0.18,1,0,0,3
1687,0.0535,0,0.19,0.027,0,0.05,0,0.24,0.2,0.19,0.8,0.19,0.0398,0.1775,0.0524,0.04,0,0,0,0
1688,0.0673,1,0.19,0.306,0,0.13,1,0.35,0.4,0.142,0.6,0.14,0.1096,0.157,0.3541,0.04,1,0,1,3
1689,0.1219,0,0.16,0.018,1,0.05,0,0.04,0.3,0.169,0.6,0.07,0.1419,0.1698,0.1998,0.04,0,0,0,2
1690,0.1606,1,0.05,0.011,1,0.0,1,0.33,0.9,0.2,0.5,0.0,0.0157,0.077,0.3437,0.02,1,0,0,3
1691,0.1603,1,0.05,0.051,1,0.01,1,0.17,0.5,0.114,0.2,0.08,0.043,0.1207,0.1637,0.11,1,0,1,1
1692,0.1958,0,0.05,0.042,0,0.06,1,0.52,0.4,0.153,0.1,0.14,0.1524,0.1848,0.3064,0.03,1,0,0,3
